R8Revolver,Fade,FactoryNew,0.000497777777778,2
R8Revolver,Fade,MinimalWear,0.000568888888889,2
R8Revolver,Fade,Field-Tested,0.00163555555556,2
R8Revolver,Fade,Well-Worn,0.000497777777778,2
M4A4,RoyalPaladin,FactoryNew,0.000224,2
M4A4,RoyalPaladin,MinimalWear,0.000256,2
M4A4,RoyalPaladin,Field-Tested,0.000736,2
M4A4,RoyalPaladin,Well-Worn,0.000224,2
M4A4,RoyalPaladin,Battle-Scarred,0.00176,2
AK-47,PointDisarray,FactoryNew,0.000746666666667,3
AK-47,PointDisarray,MinimalWear,0.000853333333333,3
AK-47,PointDisarray,Field-Tested,0.00245333333333,3
AK-47,PointDisarray,Well-Worn,0.000746666666667,3
AK-47,PointDisarray,Battle-Scarred,0.00586666666667,3
P90,Shapewood,FactoryNew,0.00201801801802,3
P90,Shapewood,Field-Tested,0.00663063063063,3
P90,Shapewood,Well-Worn,0.00201801801802,3
G3SG1,TheExecutioner,MinimalWear,0.000917562724014,3
G3SG1,TheExecutioner,Field-Tested,0.00263799283154,3
G3SG1,TheExecutioner,Well-Worn,0.000802867383513,3
G3SG1,TheExecutioner,Battle-Scarred,0.0063082437276,3
PP-Bizon,FuelRod,FactoryNew,0.00186433333333,4
PP-Bizon,FuelRod,MinimalWear,0.00213066666667,4
PP-Bizon,FuelRod,Field-Tested,0.00612566666667,4
PP-Bizon,FuelRod,Well-Worn,0.00186433333333,4
PP-Bizon,FuelRod,Battle-Scarred,0.0146483333333,4
Negev,PowerLoader,MinimalWear,0.00304380952381,4
Negev,PowerLoader,Well-Worn,0.00266333333333,4
Negev,PowerLoader,Battle-Scarred,0.0209261904762,4
Five-SeveN,Retrobution,FactoryNew,0.00186433333333,4
Five-SeveN,Retrobution,MinimalWear,0.00213066666667,4
Five-SeveN,Retrobution,Field-Tested,0.00612566666667,4
Five-SeveN,Retrobution,Well-Worn,0.00186433333333,4
Five-SeveN,Retrobution,Battle-Scarred,0.0146483333333,4
SG553,TigerMoth,FactoryNew,0.00490614035088,4
SG553,TigerMoth,MinimalWear,0.00560701754386,4
SG553,TigerMoth,Field-Tested,0.0161201754386,4
Tec-9,Avalanche,FactoryNew,0.00186433333333,4
Tec-9,Avalanche,MinimalWear,0.00213066666667,4
Tec-9,Avalanche,Field-Tested,0.00612566666667,4
Tec-9,Avalanche,Well-Worn,0.00186433333333,4
Tec-9,Avalanche,Battle-Scarred,0.0146483333333,4
XM1014,TecluBurner,FactoryNew,0.00242121212121,4
XM1014,TecluBurner,MinimalWear,0.0027670995671,4
XM1014,TecluBurner,Well-Worn,0.00242121212121,4
XM1014,TecluBurner,Battle-Scarred,0.0190238095238,4
R8Revolver,CrimsonWeb,FactoryNew,0.009324,5
