Nov 01 2013 01: +0,112.533,1
Jan 20 2014 01: +0,202.684,1
Jan 23 2014 01: +0,191.2,1
Jan 24 2014 01: +0,205.22,1
Feb 21 2014 01: +0,274.146,1
Mar 03 2014 01: +0,215.571,2
Mar 05 2014 01: +0,206.598,1
Mar 17 2014 01: +0,269.99,1
Apr 03 2014 01: +0,249.98,1
Apr 08 2014 01: +0,300,1
Apr 22 2014 01: +0,300,1
May 02 2014 01: +0,277.21,1
May 04 2014 01: +0,365.19,1
May 09 2014 01: +0,184,1
May 17 2014 01: +0,144.999,1
May 19 2014 01: +0,268.42,1
Jun 01 2014 01: +0,259.99,1
Jul 12 2014 01: +0,221.931,1
Jul 15 2014 01: +0,250.468,1
Jul 18 2014 01: +0,222.98,1
Jul 26 2014 01: +0,231.522,1
Aug 05 2014 01: +0,249.98,1
Aug 28 2014 01: +0,254.532,1
Sep 01 2014 01: +0,275,1
Sep 02 2014 01: +0,302.7,1
Sep 06 2014 01: +0,196.76,1
Sep 18 2014 01: +0,269.423,1
Sep 20 2014 01: +0,180,1
Sep 25 2014 01: +0,239.54,2
Sep 29 2014 01: +0,184,1
Oct 03 2014 01: +0,200,1
Oct 04 2014 01: +0,196.257,1
Oct 05 2014 01: +0,205,1
Oct 09 2014 01: +0,229.998,1
Oct 13 2014 01: +0,200.222,2
Nov 02 2014 01: +0,219.995,1
Nov 07 2014 01: +0,232.301,1
Nov 16 2014 01: +0,223.175,1
Nov 19 2014 01: +0,186.793,1
Nov 23 2014 01: +0,208.99,1
Nov 30 2014 01: +0,195.91,1
Dec 05 2014 01: +0,195.46,1
Dec 08 2014 01: +0,175.365,1
Dec 09 2014 01: +0,185.87,1
Dec 17 2014 01: +0,183.376,1
Dec 20 2014 01: +0,192.784,2
Dec 24 2014 01: +0,198.717,1
Dec 27 2014 01: +0,219.01,1
Dec 29 2014 01: +0,224.344,1
Dec 31 2014 01: +0,232.46,1
Jan 02 2015 01: +0,230.227,1
Jan 09 2015 01: +0,183.915,2
Jan 10 2015 01: +0,166.075,2
Jan 13 2015 01: +0,168.904,1
Jan 14 2015 01: +0,185.787,2
Jan 16 2015 01: +0,185.9,1
Jan 17 2015 01: +0,218.5,1
Jan 19 2015 01: +0,195.494,1
Jan 20 2015 01: +0,198.369,2
Jan 22 2015 01: +0,114.675,1
Jan 24 2015 01: +0,192.64,1
Jan 27 2015 01: +0,177.259,2
Jan 30 2015 01: +0,171.72,3
Jan 31 2015 01: +0,198.022,2
Feb 04 2015 01: +0,183.002,2
Feb 06 2015 01: +0,226,1
Feb 07 2015 01: +0,22.209,1
Feb 10 2015 01: +0,203.703,2
Feb 16 2015 01: +0,205.88,1
Feb 19 2015 01: +0,182.32,1
Feb 20 2015 01: +0,186.074,1
Feb 21 2015 01: +0,180.532,1
Feb 25 2015 01: +0,179,1
Feb 26 2015 01: +0,213.285,1
Mar 03 2015 01: +0,196.16,1
Mar 10 2015 01: +0,194.49,1
Mar 11 2015 01: +0,172.486,1
Mar 13 2015 01: +0,191.712,1
Mar 16 2015 01: +0,160.846,1
Mar 21 2015 01: +0,195.617,1
Mar 22 2015 01: +0,194.198,1
Mar 26 2015 01: +0,180.946,1
Mar 29 2015 01: +0,178.004,1
Mar 30 2015 01: +0,162.298,1
Apr 01 2015 01: +0,178.66,2
Apr 03 2015 01: +0,172.495,1
Apr 04 2015 01: +0,169.089,2
Apr 05 2015 01: +0,179.997,2
Apr 07 2015 01: +0,192.167,1
Apr 09 2015 01: +0,194.719,2
Apr 10 2015 01: +0,194.916,1
Apr 12 2015 01: +0,182.77,1
Apr 13 2015 01: +0,168.19,1
Apr 18 2015 01: +0,150.447,1
Apr 19 2015 01: +0,182.691,1
Apr 22 2015 01: +0,150.665,2
Apr 24 2015 01: +0,18.829,1
Apr 29 2015 01: +0,165.66,1
May 01 2015 01: +0,74.254,5
May 02 2015 01: +0,165.732,1
May 04 2015 01: +0,161.329,3
May 05 2015 01: +0,173.928,3
May 09 2015 01: +0,162.692,3
May 10 2015 01: +0,174.006,1
May 11 2015 01: +0,150.244,1
May 13 2015 01: +0,129.981,1
May 14 2015 01: +0,129.564,2
May 15 2015 01: +0,179.99,1
May 16 2015 01: +0,180.717,1
May 18 2015 01: +0,169.353,2
May 20 2015 01: +0,156.667,3
May 22 2015 01: +0,166.021,2
May 24 2015 01: +0,142.974,2
May 26 2015 01: +0,174.401,1
May 28 2015 01: +0,160,1
May 29 2015 01: +0,151.235,1
May 30 2015 01: +0,149.85,2
May 31 2015 01: +0,142.473,1
Jun 03 2015 01: +0,148.348,1
Jun 04 2015 01: +0,159.795,2
Jun 06 2015 01: +0,161.108,2
Jun 07 2015 01: +0,175.029,1
Jun 08 2015 01: +0,179.23,1
Jun 09 2015 01: +0,200,1
Jun 10 2015 01: +0,148.736,1
Jun 17 2015 01: +0,165.64,1
Jun 25 2015 01: +0,165.314,1
Jun 29 2015 01: +0,198.905,2
Jun 30 2015 01: +0,211.092,1
Jul 09 2015 01: +0,172.412,1
Jul 12 2015 01: +0,141.323,1
Jul 13 2015 01: +0,191.196,1
Jul 20 2015 01: +0,130.526,1
Jul 23 2015 01: +0,170.011,1
